Date,Event_Name,User_ID,Session_ID,Time_on_Task_Seconds,Task_Completed,Retry_Attempts,Feature_Area,User_Role,Funnel_Step_Order
2024-12-19,Click_Create_New,T1086,S10086,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-19,Click_Create_New,T1087,S10087,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-19,Select_Content,T1085,S10085,46,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-19,Select_Content,T1086,S10086,52,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-19,Open_Differentiation,T1085,S10085,19,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-19,Configure_Levels,T1085,S10085,167,TRUE,3,Assessment_Assignment,Teacher,5
2024-12-19,Assign_To_Groups,T1085,S10085,84,TRUE,1,Assessment_Assignment,Teacher,6
2024-12-19,Complete_And_Publish,T1085,S10085,29,TRUE,0,Assessment_Assignment,Teacher,7
2024-12-20,Open_Assignments,T1089,S10089,12,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-20,Open_Assignments,T1090,S10090,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-20,Open_Assignments,T1091,S10091,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-20,Open_Assignments,T1092,S10092,14,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-20,Open_Assignments,T1093,S10093,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-20,Click_Create_New,T1089,S10089,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-20,Click_Create_New,T1090,S10090,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-20,Click_Create_New,T1091,S10091,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-20,Click_Create_New,T1092,S10092,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-20,Select_Content,T1089,S10089,47,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-20,Select_Content,T1090,S10090,41,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-20,Select_Content,T1091,S10091,54,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-20,Open_Differentiation,T1089,S10089,22,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-20,Open_Differentiation,T1090,S10090,18,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-20,Configure_Levels,T1089,S10089,212,FALSE,5,Assessment_Assignment,Teacher,5
2024-12-20,Configure_Levels,T1090,S10090,134,TRUE,2,Assessment_Assignment,Teacher,5
2024-12-20,Assign_To_Groups,T1090,S10090,69,FALSE,2,Assessment_Assignment,Teacher,6
